1urvived,P2la11,1ex,Age,1ib1p,Par2h,Fare,Embarked,Title,Family1ize,Mother,2hild,De2k,2abinPo1
0,3,2,5,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,6.45,1,2,1,0,0,13.5,13.5
0,3,2,5,0,1,16.1,1,2,2,0,0,13.5,13.5
0,2,2,5,1,0,26,1,2,2,0,0,13.5,13.5
1,3,2,5,0,0,7.925,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,6.975,1,2,1,0,0,13.5,13.5
1,1,2,5,0,0,26.55,1,2,1,0,0,13.5,13.5
1,3,2,5,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,5,0,0,26,1,2,1,0,0,13.5,13.5
0,2,2,5,0,0,15,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,7.25,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,9,1,2,1,0,0,13.5,13.5
0,2,2,5,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,7.8542,1,2,1,0,0,13.5,13.5
0,3,2,5,0,0,0,1,2,1,0,0,13.5,13.5
0,3,2,6,0,0,8.05,1,2,1,0,0,13.5,13.5
0,2,2,6,0,0,13,1,2,1,0,0,13.5,13.5
0,3,2,6,0,0,8.05,1,2,1,0,0,13.5,13.5
0,3,2,6,0,0,7.75,1,2,1,0,0,13.5,13.5
0,3,2,6,0,0,7.0542,1,2,1,0,0,13.5,13.5
0,2,2,6,0,0,13.5,1,2,1,0,0,13.5,13.5
0,2,2,6,0,0,13,1,2,1,0,0,13.5,13.5
0,2,2,6,0,0,26,1,2,1,0,0,13.5,13.5
0,3,2,6,0,0,8.05,1,2,1,0,0,13.5,13.5
0,1,2,6,0,0,26.55,1,2,1,0,0,13.5,13.5
0,3,2,6,0,0,7.25,1,2,1,0,0,13.5,13.5
0,2,2,6,0,0,13.5,1,2,1,0,0,13.5,13.5
0,2,2,7,1,1,39,1,2,3,0,0,13.5,13.5
0,3,2,7,0,0,6.2375,1,2,1,0,0,13.5,13.5
0,1,2,7,0,0,26.55,1,2,1,0,0,13.5,13.5
1,2,2,7,0,0,10.5,1,2,1,0,0,13.5,13.5
0,1,2,7,0,0,26,1,2,1,0,0,13.5,13.5
0,2,2,7,0,0,10.5,1,2,1,0,0,13.5,13.5
0,2,2,8,0,0,10.5,1,2,1,0,0,13.5,13.5
0,3,2,8,0,0,7.775,1,2,1,0,0,13.5,13.5
1,1,2,5,0,0,26.55,1,2,1,0,0,5,5
1,3,2,4,0,0,8.05,1,2,1,0,0,5,5
1,1,2,3,1,0,53.1,1,2,2,0,0,5,5
0,1,2,3,0,0,30,1,2,1,0,0,4,5
1,1,2,3,0,0,35.5,1,2,1,0,0,1,5
0,2,2,4,0,2,26,1,2,3,0,0,6,5
0,1,2,3,1,0,66.6,1,2,2,0,0,3,5
